job_id_a,title_a,exp_level_a,salary_a,job_id_b,title_b,exp_level_b,salary_b,shared_skills,similarity
3901372760,Insurance Account Representative,Not Specified,,3888972928,"Retail Supervisor, Full Time, Product Operations - Valley View VA",Mid-Senior level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3886831707,Retail Assistant Manager,Mid-Senior level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3901990055,Technical Sales Manager,Associate,,2,0.6666666666666666
3901372760,Insurance Account Representative,Not Specified,,3905606868,Sales Manager,Mid-Senior level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3891809288,Sales Representative,Not Specified,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3904971567,Aftermarket Sales Representative,Not Specified,70000.0,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3904087478,Director of Business Development - RIA,Director,162500.0,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3902949747,Store Assistant(Bonused),Entry level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3905395138,Area Sales Manager,Mid-Senior level,65000.0,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3904708264,"Sr. Director, Transformation",Not Specified,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3905312023,Sales Representative,Entry level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3906230640,Sales Associate Sunglass Hut,Entry level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3904503780,Sourcing Specialist,Associate,,2,0.6666666666666666
3901372760,Insurance Account Representative,Not Specified,,3901602824,Regional Sales Manager (Central Territory),Not Specified,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3891090411,Stocker / Cashier,Entry level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3891255513,Brand Representative,Not Specified,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3886462822,Strategic Account Executive,Mid-Senior level,308000.0,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3895242519,Account Executive - Government Solutions,Mid-Senior level,156538.0,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3905340226,Assistant Store Manager,Entry level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3901978298,Wireless Retail Sales Representative,Entry level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3904386966,Sales Executive,Mid-Senior level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3895846593,Sales Manager,Mid-Senior level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3902359731,Sales Development Representative,Not Specified,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3904422468,Dual Director of Sales,Director,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3888934519,"Sales Associate (Trauma) – Rapid City, SD – DePuy Synthes",Not Specified,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3901360446,Account Supervisor,Mid-Senior level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3885865661,Sales Executive,Associate,80000.0,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3895514883,Retail Sales and Store Support,Entry level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3904362249,Sales Executive,Director,,2,0.6666666666666666
3901372760,Insurance Account Representative,Not Specified,,3901392111,Account Executive (Staffing Industry),Not Specified,80500.0,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3905370128,"Manager, Sales and Customer Service",Not Specified,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3906251456,Senior Outside Sales Representative - Electrical,Associate,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3887915319,"Retail Sales Specialist - $18.00 per hour, plus commission and incentives!",Entry level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3904948854,"Store Assistant, Full Time",Entry level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3904922939,"Retail Sales Associate, Short Pump Town Center - Full Time",Not Specified,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3886896721,Account Executive,Not Specified,110000.0,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3903835666,Sales Consultant - Channel,Not Specified,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3905312208,Sales Associate Sunglass Hut,Entry level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3895848178,Sales Manager,Mid-Senior level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3901961860,Inside Sales Account Executive,Not Specified,70000.0,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3894877130,Regional Account Manager,Mid-Senior level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3903879603,Senior Client Engagement Manager,Mid-Senior level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3905363533,03375 Inside Sales,Entry level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3887578139,"Senior Therapeutic Area Specialist, Neuro Psych (MIAMI, FL)",Associate,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3887498898,PRS Account Executive,Mid-Senior level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3486250934,Chief Executive Officer,Not Specified,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3900941730,Sales Executive,Mid-Senior level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3899518855,Sales And Marketing Specialist,Entry level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3901945327,Business Development Lead - DeFi/Crypto/Web3 Project,Not Specified,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3901645817,ASSISTANT STORE MANAGER,Entry level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3901995710,NetSuite Senior Sales Consultant,Mid-Senior level,118695.2,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3906079120,Kool Logistics Business Development Manager,Associate,,2,0.6666666666666666
3901372760,Insurance Account Representative,Not Specified,,3891271721,Sales Associate,Entry level,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3901394509,Outside Sales,Not Specified,,2,1.0
3901372760,Insurance Account Representative,Not Specified,,3901686368,CLEST AGENT,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3888487482,Sales Enablement Specialist,Not Specified,60000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3886205303,Co-Founder,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3891091354,Sales Associate,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3884942284,Co-Founder,Not Specified,15000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3902322795,Sr Sales Development Representative (Cryo-EM Life Sciences)(West Coast),Not Specified,139400.0,2,0.6666666666666666
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905624302,Bi-Lingual Intake Specialist,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3887860811,08845 Store Manager,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904420733,Business Development and Operations Analyst,Not Specified,70000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3906093548,Territory Sales Manager,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905821387,Sales Manager,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905666541,Program Analyst (Rulemaking),Mid-Senior level,146203.5,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905363829,Sales Associate - Spirit,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3891253759,Account Director I,Director,119555.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901697162,Senior Director of Sales,Mid-Senior level,130000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3888976413,Preventive Maintenance Sales,Entry level,97500.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3891250843,Sales Associate,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3888032589,Master Sales Consultant,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3886456196,Area Lead Health Information Specialist-Onsite,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3895565702,"National Account Manager, Payer",Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905697438,Enterprise National Account Manager (ENAM),Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3886895636,"VP, Retirement Plan Sales",Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905292795,Sales Engineer,Associate,,2,0.6666666666666666
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905312029,Sales Associate Sunglass Hut,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904076546,Sales Representative,Entry level,49920.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3889103232,Business Manager/Assistant Director,Director,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905255072,Sales Associate Part Time - TOMMY HILFIGER,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904423033,"Associate Director, AMI Clinical Engagement",Director,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905335507,Store Supervisor Montclair,Mid-Senior level,63960.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3902740434,"Business Development Director, Corporate",Director,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3887860417,Retail Sales and Store Support,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3895536781,Vendedor,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3895534844,Eyewear Customer Service/Sales Advisor,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3899523690,Customer Relationship Management Business Analyst,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3902944522,Storytelling Sales Representative,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3895844867,Sales Manager,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901944149,Retail Sales Print & Marketing Associate,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901950238,Retail Sales Lead Team Sport,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3906224263,Part-Time Sales Associate - Famous Footwear,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3886838463,Business Development Manager,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3891070953,Business Development / Outside Sales - Healthcare,Not Specified,85000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904950358,"Store Assistant, Full Time",Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3902300560,Regional Healthcare Sales Representative,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3885108852,Sales Support Engineer,Entry level,65500.0,2,0.6666666666666666
3891077116,Regional Sales Manager - South Territory,Not Specified,,3894650089,"Keyholder - The Cosmetics Company Store - 20hrs - Seattle Premium Outlets - Tulalip, WA",Not Specified,37065.6,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3902921031,"Retail Sales Associate - Womens Shoes, Chula Vista Center - Flex",Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3891805483,"Sales Consultant, Capital Equipment - Medical Device (Nashville, TN Territory),",Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904422451,Store Management - Spirit,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904364606,Specialist- Store Maintenance - Projects,Entry level,74415.3,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3885832273,Account Executive,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904510219,Technical Business Analyst,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3902756659,"Retail Sales Specialist - Part-Time (Bilingual Spanish) - $18.00 per hour, plus commission and incentives!",Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901978291,Assistant Executive Director (RN Preferred),Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3900976964,Sales and Operations Management Trainee,Not Specified,52000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904393454,Sales Manager-DET,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3902321846,Sales Development Specialist,Not Specified,95000.0,2,0.6666666666666666
3891077116,Regional Sales Manager - South Territory,Not Specified,,3888979093,Flooring Sales/Estimator Opportunity,Entry level,110000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901177426,Sales Agent,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3899521749,ServiceMax Developer,Mid-Senior level,,2,0.6666666666666666
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904423525,Paid Internship - Marketing,Entry level,40000.0,2,0.6666666666666666
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901635103,Sales Account Manager,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901978670,Account Executive,Associate,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3883345359,Account Executive,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901961564,Retail Store Tailor Part Time,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3894614464,"Manager, Store-in-Store",Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3895845810,Sales Manager,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904722501,Retail Store Tailor,Not Specified,43721.600000000006,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901989026,Retail Sales Associate,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3887494749,Counter Sales Representative - Trainee,Internship,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3902358846,Sales Specialist,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3900950646,"VP, Sales",Executive,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905883609,Account Executive,Associate,105000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3891268645,"Associate Planner, Ad Sales",Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904039436,"Market Risk Analytics, Vice President",Executive,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3894292266,Territory Account Director (Mountain West),Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901375852,"Business Account Executive, TTR: Hartford, CT",Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3903839427,Sales Development Representative,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905396015,"Key Holder (PT) - Dover, DE",Mid-Senior level,30420.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905338197,Sleep Expert - Sales,Mid-Senior level,70500.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3891069996,"Assistant Store Manager - Venice Beach, CA",Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3903878898,Senior/Executive Claims Specialist,Mid-Senior level,105900.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901350099,Retail Sales Associate,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3886213607,Medical Device Sales Representative,Associate,60000.0,2,0.6666666666666666
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904713080,Key Account Manager (Acquisition),Mid-Senior level,80000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3903841777,Regional Account Executive - Austin,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905249663,Assistant Store Manager- TOMMY HILFIGER,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901952533,Sales Associate,Entry level,40300.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3884832610,Business Strategy Analyst (Payments),Mid-Senior level,101700.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3886840565,PT Deli Bakery Sales Associate,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904365541,LensCrafters - Sr Regional Manager- San Francisco Bay Area,Mid-Senior level,149500.505,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3885113094,Sales Executive,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904960164,Sales Associate Sunglass Hut,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904084138,Global Business Development Partner - 100% Remote,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3888943841,Strategic Account Executive,Mid-Senior level,308000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3906226083,Retail Manager Trainee,Not Specified,41600.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904725506,Lead Sales Associate,Mid-Senior level,35880.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905391698,Assistant Store Manager,Associate,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905866354,"Account Executive, Portuguese Speaking",Associate,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3902785694,Retail Salesperson,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905396699,General Manager III - Distribution,Executive,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3903888725,Automotive Sales Professional,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905887093,Evening Store Employee (Full/Part Time),Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905604950,Sales Manager,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901689063,CLEST AGENT,Entry level,55137.5,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905377705,"(USA) Store Lead (Non-Complex) - Wm, Management",Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3903800829,Financial Advisor,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3900951629,Client Success Executive,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905609675,Sales Manager,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3894400374,"Sales Lead, Part-Time - Lake Forest",Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904003256,Outside Sales Representative | MTS,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3884827148,Salesperson,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3906235214,Store Manager,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904383876,"Acquisitions, Investments, and Financial Advisory (""AIFA"") Manager",Mid-Senior level,162582.5,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3887851909,Route Supervisor,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3895542832,Sales Professional,Entry level,85000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3900951137,"Associate Director, Art Therapy",Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901991150,Sales Associate,Entry level,42120.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3894940271,Independent Agent,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905202916,Account Manager,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904366026,Workforce Management Account Executive,Mid-Senior level,70000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901694983,Desktop Sales Specialist,Not Specified,100000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3902746838,Senior Account Manager - Multiomics and Synthesis Solutions,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901995497,"President and CEO, Mount Carmel Health System",Executive,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3898156262,Inside Sales Consultant,Not Specified,60000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901695636,"Associate Sales Consultant, Early Intervention (Los Angeles, Santa Barbara & Pasadena CA) DePuy Synthes",Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905397559,"Manager, Strategy and Operations, Emerging Fraud",Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3906090962,Sales Manager (Avg $75K-$300K),Not Specified,,2,0.6666666666666666
3891077116,Regional Sales Manager - South Territory,Not Specified,,3898159502,Sales Development Specialist,Not Specified,60000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904417301,Retail Sales Associate,Entry level,35651.200000000004,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904990697,Sales Executive,Director,,2,0.6666666666666666
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905393387,Area Sales Manager,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3903471607,Sales Lead,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904720763,E00186 - Business Development Officer,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3906086943,Area Sales & Design Specialist,Entry level,70000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3884434801,Retail Operations Supervisor,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3902364852,Director I of Enterprise Government Sales,Director,162500.0,2,0.6666666666666666
3891077116,Regional Sales Manager - South Territory,Not Specified,,3889245033,Sales Manager,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3886841486,PT Deli Bakery Sales Associate,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901998774,Business Development Specialist,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3900952978,Account                    Executive,Not Specified,225000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3901651488,Senior Account Executive (Apparel),Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3906227798,Senior Partnership Analytics Analyst,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905325978,Retail Sales Associate,Entry level,32240.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3884438892,Analyst,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3886892679,Commercial Sales Executive,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3895837291,Sales Manager,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3900950830,Long Term Care Coordinator I,Not Specified,62847.2,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3884814033,"Store Manager - Glenwood, MN",Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3895221265,Dry Goods Seasonal Associate,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3840584142,Manager - Accounts and Publishers,Not Specified,75000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904963913,Enterprise Account Executive,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3884443438,Bench Store Manager - San Jose,Mid-Senior level,138300.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905310911,TikTok Shop - Head of Fulfilled by TikTok Selling,Not Specified,251180.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904362236,Inside Sales Representative,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3895542885,Strategic Client Solutions Director,Director,159500.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3894550374,Inside Sales Rep II- REMOTE,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3903882164,BenefitMall - Benefits Sales Executive (Remote),Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904722607,Personal Account Representative - Float - Tillamook Branch,Entry level,41600.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905299905,Intern - Business Development,Internship,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3884820626,Retail Sales Associate,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3884444252,Assistant Store Manager,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3895847480,Sales Manager,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3898166176,"Director, National Sales Operations",Director,225000.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3889238363,Sales Manager,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3886842334,PT Sales Associate Cashier,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3887019188,Board Member,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905394718,Sales Associate,Entry level,33280.0,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3884829116,Stocker / Cashier,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3895210128,Sales Director - Hi Tech (Start Up Clients),Director,,2,0.6666666666666666
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905336690,"Strategic Account Development Executive, Bbot",Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904724373,Retail General Manager,Executive,63367.54,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3905876240,SVP Revenue Operations & Strategy,Executive,,2,0.6666666666666666
3891077116,Regional Sales Manager - South Territory,Not Specified,,3898172499,"Senior Vice President, Relationship Management",Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3900077267,Territory Manager,Associate,80000.0,2,0.6666666666666666
3891077116,Regional Sales Manager - South Territory,Not Specified,,3895526487,Client Manager,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904392539,Sales Associate Keyholder,Entry level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3895518353,"Department Manager Starbucks - Glendale, AZ - 2821",Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3903827760,Summer Sales Intern,Not Specified,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3884426925,"Manager, Corporate Vertical Sales",Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3889716760,Global Account Manager,Mid-Senior level,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3904370033,"Senior Director, Sales and Marketing (Hybrid)",Director,,2,1.0
3891077116,Regional Sales Manager - South Territory,Not Specified,,3884801915,Sales Manager - FORTH Atlanta,Mid-Senior level,,2,1.0
